Dzień	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180	181	182	183	184	185	186	187	188	189	190	191	192	193	194	195	196	197	198	199	200
2023-03-11	2,050813989	2,764205745	2,74199259	1,710695085	1,57543653	3,778083461	1,783686137	2,075387176	3,414420918	1,33524029	3,370346294	2,590357891	2,484652369	2,77965986	3,088694531	3,782014576	2,519696941	1,512002639	2,698770441	1,059241455	1,26935924	1,68524431	3,412556002	3,24324145	3,139590929	1,310326353	3,057465827	1,755100257	1,320345899	3,420144287	1,831576722	1,673540985	1,109764144	2,100568928	3,5158984	3,535731739	2,156724566	2,508037867	2,494010793	1,570344119	1,137385279	2,27450261	1,682566139	2,469895379	2,776371806	2,265366954	2,244156845	1,388839895	3,702677514	3,00792678	1,574337903	1,497440987	2,254565655	2,851772117	3,340298762	3,571218635	1,000241109	1,182128612	3,272884312	2,426432146	2,441240599	1,981970713	3,99352787	1,470651318	2,557237789	3,065710504	3,358690708	3,394384754	2,188835131	3,550105884	2,469536123	1,817646423	2,600569644	1,256116008	1,173649189	2,830377407	1,261822507	2,78344323	3,36620086	1,321670533	2,530818775	3,623210509	2,535398909	1,196649939	1,486525345	3,539524225	3,086842801	2,049962987	2,944110448	2,24586097	2,797135162	2,836864855	3,68165626	2,626525478	3,851114592	2,781992748	1,967495645	2,746930562	1,800822347	2,981259363	2,726268738	3,644529232	3,652287288	1,437063166	3,380860683	2,359868803	2,711476676	1,309934805	1,810230492	2,971824712	1,434746751	1,233157034	3,502572307	2,408299552	2,522358684	3,914138742	3,681897144	2,729244123	3,769589437	3,625899905	3,81430629	1,079155343	2,449441892	2,872147092	2,174347944	2,085696979	1,30940331	2,381952625	2,799679193	1,682995201	3,714770928	1,523797572	2,687773278	3,450114111	1,541649999	2,819720755	3,939208621	1,864057354	1,094591935	1,639120575	1,869033393	2,881674926	2,824336013	1,262034179	1,382180602	3,301047922	3,854053477	1,010872356	2,057119111	2,276069875	1,947676815	3,214968874	2,123424314	2,092002816	1,28798609	1,232025831	1,801045973	1,003202603	1,461266064	3,099587227	2,397886889	1,836093004	3,538429283	1,445598327	3,419979908	2,580275665	2,305282006	1,105715343	3,622748763	3,864961853	1,786270168	3,894838103	2,216830197	1,060040457	1,555844294	3,753207497	2,738498231	3,009765993	1,507903972	2,674858345	1,971595238	2,219260819	2,106366521	2,909610859	1,985794582	1,01192213	1,125217333	2,621360777	1,649661182	1,41121211	2,21394494	1,071274126	2,936524216	2,492758476	3,317562018	1,378168705	2,913423216	3,202299671	2,647326242	1,643010641
2023-03-12	1,796316972	1,520215535	2,909779471	3,971524751	2,8077742	1,641349402	2,514874298	3,336250736	3,634293218	2,506780505	3,477259772	1,258649788	1,572511747	1,049754272	2,052971389	3,08410064	2,900288572	3,013422859	2,112366741	3,98085983	2,874206622	1,177440479	2,033322068	3,170118002	3,432360444	3,102829127	3,26260436	2,272271777	1,378317462	2,09303882	1,676199531	2,183887389	2,661577695	1,849102363	1,409902569	3,214084321	2,492889725	3,753173184	3,085871145	1,820791753	2,564386391	3,908259765	2,961839285	1,2352856	3,887682191	1,701242689	1,653487965	1,619952868	1,845698354	2,913305281	1,520068377	3,676735141	1,421003412	1,635260649	2,627503533	2,555362462	3,757686162	1,318834803	3,940372025	1,605976013	2,995490649	3,984882214	2,582026033	2,197740254	2,767277415	3,145543882	3,895798894	1,443764571	2,843332527	2,078585519	3,313453566	3,360921952	1,912696363	1,227733882	3,26931291	2,327039921	1,228889481	1,941805082	2,33538521	2,338269811	1,493268174	1,310199882	1,926704272	3,73804771	3,788043209	2,957112686	2,408347959	1,68370193	1,408968769	2,194108161	2,765783634	3,848439551	1,355375336	2,321458989	3,094702118	2,072526884	1,400542121	2,821208478	1,188504054	1,9554346	1,901576555	1,333536088	3,332354691	2,882430484	1,276956427	3,731792919	1,411235056	1,894704398	3,187817134	3,967149982	2,229882567	2,239686548	3,937974807	3,285496261	2,091983693	3,536558679	3,203177758	3,504266216	1,003739843	2,497394159	3,576395027	2,101919151	3,625179407	3,011595469	3,711013491	2,47862375	2,23950686	1,20625784	2,391424605	1,890606761	3,960708859	1,513250449	1,491400236	3,22413034	1,83740934	2,959069539	1,761689277	1,627314764	3,203904491	2,090316771	3,000744295	3,752691183	3,28712254	2,931077028	1,620941673	2,240707	1,035045355	2,3696499	1,90648824	1,633153767	1,358136811	3,131507701	2,740460434	3,819442558	3,576343973	1,283268328	1,502848383	1,045433209	3,003811365	2,408670159	1,064205239	1,306677085	2,405061339	1,222074022	3,680647997	3,374661991	1,680346725	2,475314672	3,865453264	1,997890039	3,263756472	3,319953028	2,426486822	3,266128286	1,234431059	2,543618197	1,541155899	1,932540965	3,501979074	2,211094917	3,481906496	3,968782792	3,025074084	2,801915448	1,22323204	1,256802918	1,22625613	3,34322552	1,377283693	2,665469855	2,495221728	3,786249205	3,125718843	1,12228299	2,215473282	3,905732772	1,522691908	2,412544844	2,557967304	2,707305505
2023-03-13	1,155172882	3,750284326	3,264943153	3,032843156	1,938733234	2,590940448	3,051730329	1,957778814	2,175582773	2,038031994	2,547788258	3,861330451	2,743697375	1,294267076	1,388904251	1,349279108	3,192409258	3,601734092	2,796883171	3,729432534	2,256145537	1,490460986	1,661976505	3,056515249	1,416114443	1,318929422	3,586292455	2,19882252	3,43939063	3,297241758	1,124633149	2,315091197	1,251163458	2,526131132	1,165672688	1,664909442	3,095061544	3,397219521	2,027089643	2,991847355	2,137400697	3,946856688	2,564532545	1,262925926	3,809256604	3,57299996	3,410577974	2,937328456	1,51040482	3,643276835	3,304199572	1,972210986	1,717690831	3,686893957	1,043139611	1,63913219	1,580650357	1,427482145	1,778110795	2,779752976	1,228485949	2,16371628	3,94653195	2,316305348	3,403997862	1,613124784	3,392678573	2,902880218	1,598918151	2,265790253	2,309316669	3,383782695	2,983392684	1,763803253	2,449070845	1,708859156	3,07790028	1,496064006	2,09420756	2,700652919	2,919014742	1,42150959	2,875129646	1,941680865	3,211944352	1,912447134	1,193513187	2,405730051	1,094823181	3,514934549	2,516645368	3,684895759	2,93901513	1,12488963	3,419753592	3,372072119	3,710117806	1,54851144	3,206471916	1,824435281	3,007561228	1,146112332	1,617113049	2,871941741	2,634167633	2,261903254	2,237113004	2,114835599	1,224102887	3,646231808	2,907101819	1,521355019	3,822726342	1,041810808	2,234143485	3,052200071	2,956381634	2,040326994	2,843107183	1,56231443	3,693283125	2,930498339	3,389744508	3,246018014	1,413804072	3,428946454	1,096103258	2,220848523	2,938514378	2,987262404	2,364450693	2,029870975	1,451537573	2,041572354	1,511486836	3,449225456	3,369837699	1,885437178	1,98005359	2,755806078	1,697475875	2,872896462	2,870297955	3,961857838	2,587190452	2,471224709	2,71929684	2,769211656	3,330628814	1,406384591	3,75098676	1,800800646	2,512809855	3,657818041	2,993895827	1,968019785	2,457545067	1,46531554	3,433084112	2,136496395	2,856323989	1,823353934	2,429877237	1,93507194	3,996065235	2,458906405	3,920534524	2,342790707	3,337158576	1,613232611	1,370380474	3,501683473	2,846307555	2,212763459	2,335702796	3,614552912	1,194824591	2,866618965	2,843792628	3,73967105	1,91452425	2,580273336	2,542307701	2,565014902	2,161482826	2,178185888	1,955526347	3,048747284	2,842285725	2,352905351	2,976611883	3,573733402	1,294882785	3,422962385	3,369831942	1,393265554	2,099214935	2,434183367	2,637847582	1,474816235
2023-03-14	1,340781711	2,523014075	2,567603286	1,010669008	2,224998791	1,366942129	1,172019566	1,707606722	2,604847987	1,221528903	1,150148118	1,840510546	2,355493494	1,753865413	2,165744609	2,13940759	3,510646082	1,679201244	1,457652162	3,147928143	1,793021751	1,518862382	3,034056224	1,187656752	3,852497343	3,250481072	1,036117295	2,022065864	3,959730633	3,430479658	3,218311926	3,569321889	3,082493858	2,687267156	3,217134555	1,059478881	1,654278785	3,536169864	3,725413673	1,443529714	3,317313615	3,896987956	1,263316565	2,584786163	1,195444305	3,14176109	2,213270615	1,315474302	3,216283775	1,581982319	1,105327235	1,121994688	2,114990187	1,519538209	1,326286626	3,621216259	2,867955361	3,107889343	1,521107653	1,681494357	1,298222307	2,275594786	1,61095066	2,110489511	1,756565817	1,760986933	3,808772066	1,98295713	3,241095075	3,516759189	1,940626245	1,784673942	3,990457537	1,338999893	1,322595675	2,873374089	1,439867532	1,066303231	3,245077166	3,499465733	2,836240874	3,731578104	3,665953266	3,87328604	1,659881183	3,084242652	1,504320866	3,334161433	1,532534663	2,080731146	1,31894424	3,979082505	3,071319766	1,698892018	2,244115821	1,897764619	1,325592695	2,562651357	3,298272731	3,013820376	1,370564147	2,445883809	2,565749228	1,367656793	2,95782115	2,504738205	1,948977644	1,192040432	3,184754064	3,177139578	1,692030713	2,80530318	1,391093193	2,505884361	3,38230321	2,666185019	3,493976108	1,583484353	3,494211022	3,464357139	1,543256974	1,780407912	2,704896339	2,666588615	1,228748273	2,453275343	2,813503264	3,950686011	2,105037945	3,258118338	2,935882568	3,855123227	2,429057416	2,437874093	1,381193845	1,302055064	1,983733193	2,026941453	2,028039247	2,517833983	2,621451143	1,35079045	1,014150426	1,36904737	2,47364096	2,248060009	3,608938993	2,905284448	1,183844774	2,184078252	3,056810089	3,177727765	1,340141398	3,339155514	2,674793615	2,944313943	1,737373826	1,364508223	3,661585156	3,958473153	1,567187971	2,666853858	2,242527106	2,704731446	3,352686175	3,214367914	3,672893587	2,200175879	3,518367213	2,279612638	1,87155977	3,311141	3,871231562	1,029311596	1,13914456	2,267494609	1,631888798	2,804021945	3,724081519	1,835281237	3,969540648	2,230758975	2,611239492	1,450805831	2,028646982	2,158839916	2,061121249	2,350566725	3,920966405	1,88188421	3,959091739	1,462486841	3,545299421	3,430045823	2,481922375	1,461753272	3,270510041	3,627453332	3,011938745	3,096250652
2023-03-15	1,045301607	2,813576811	3,778980674	3,489209654	1,80010755	1,364488134	3,648742256	2,488052925	3,065946518	1,291477148	1,359555055	2,737780201	1,201930163	1,73901632	1,398730112	3,221226378	3,647277643	1,985514815	1,705529235	1,877242232	1,247326838	1,943179657	3,922113729	1,290145396	3,137452469	1,691622058	2,638293352	1,179906761	2,580918399	2,680965741	3,059417951	1,58500248	2,332114655	3,556057936	1,333095382	2,699930753	2,033062869	3,571212792	3,52505572	1,268803318	2,041347431	2,351079567	2,15445983	2,667883321	2,310382915	3,894563772	1,278873799	3,195491739	2,603228401	2,688330926	2,883095794	1,916898355	3,106917533	3,585179046	2,445486224	3,147479685	1,635120557	3,669267427	3,595264224	3,122623324	3,022841665	3,589472161	2,276993326	3,909540501	1,610995455	2,759607037	1,009615811	1,67522277	3,597242035	2,983694308	1,022691873	1,982752719	3,657762507	3,876650678	3,249228929	3,308502622	2,068048793	2,108142156	1,490622153	2,999363717	1,758770826	2,561451793	2,245135087	1,313870754	3,3209368	1,977973676	2,175508554	1,821670795	2,87331534	1,69463332	3,536259171	2,950087024	3,334132391	2,237458979	1,528568555	3,220289516	3,531558185	1,164364917	2,106408407	2,987368589	1,319206081	3,037177007	1,177449311	1,444658446	2,193278757	2,062274556	2,216636357	2,880332713	2,451930127	1,003411201	3,429305005	2,439151727	2,578533499	1,033919174	2,486697252	2,890503378	1,253127255	2,809723851	1,727038934	3,810173607	1,13583288	1,391703685	2,572078419	2,4034195	3,547119499	1,331672021	1,168674383	2,762333918	2,897098144	2,046654063	3,021619882	3,293858097	3,814689689	3,63929525	3,030861948	2,40715503	3,403539453	2,729488157	1,046642184	3,117571393	3,270380543	1,680542385	3,1021669	2,886978162	3,484800086	1,002962254	1,729719829	2,116343572	2,460602811	2,76175319	2,315399973	3,453630421	1,025571428	2,59149707	2,853897674	1,956472412	3,367365369	2,267949068	1,029660622	2,99020108	3,639075244	1,887708861	1,000379325	2,818735026	1,972241116	2,686943247	2,272466174	3,06999309	1,483425377	3,144558023	3,580799208	3,578317398	1,880104046	2,606517321	3,536971191	2,837518093	2,679050532	2,438994129	1,041216533	1,486408744	1,968231073	1,804028217	3,375003701	2,759437434	3,029494388	3,142997495	2,72390869	1,987043328	2,942884544	2,754246247	3,892236803	2,036273599	3,023836727	3,052502602	1,427905065	1,331924526	2,995208519	1,452452554	3,250357234	2,707373378
2023-03-16	2,316844161	1,969536276	3,395498576	2,665802168	3,647837074	2,364687136	2,397048775	2,140178935	2,810815472	1,417701626	2,394825223	1,69711381	2,021347579	2,705604026	3,039225983	3,104996319	2,545383637	1,451777723	1,5198528	1,720291174	2,037458104	1,63558307	2,450945107	2,588714556	2,135087027	3,766995442	3,402915374	3,582947911	3,668420381	1,260306879	1,10757217	3,490905315	3,31938587	2,416705884	1,173021478	2,635013793	3,795857817	2,641315168	2,92582661	1,35272312	3,637060018	2,058720087	1,878987562	3,624996952	3,309370267	1,322918159	3,540913655	3,944436004	1,089948138	3,222058706	1,96388009	1,716552767	1,093244309	1,969595952	3,493476904	1,105948669	1,304562542	2,159365186	3,679897178	3,604499334	1,105730812	2,439120438	3,961730868	1,21305059	3,170391083	3,645568134	2,002020041	1,976738528	3,551045642	2,348367536	1,243418199	1,49989489	1,65260701	1,047211331	3,569490856	3,149489149	1,466367423	2,204340146	1,663355434	2,847236752	2,304571343	3,795733387	1,774991178	1,214468713	3,949877144	2,432588242	3,11789139	2,878506094	2,708078484	1,62909896	2,089507737	3,856121206	3,69911713	2,298474566	1,296044555	2,429923363	1,799730704	3,890641276	3,854280131	1,106213801	1,994651362	1,909351379	2,806924994	1,693087016	3,248707152	3,299444742	3,578016992	3,926471438	2,815121193	2,771853949	2,604262263	1,269568806	3,338758012	1,453406745	3,500076702	3,097067231	1,2389969	1,23666486	2,632572277	2,51929649	3,035219422	1,097288096	3,823889908	3,717397532	3,464728293	1,058714613	1,105780358	1,119725475	1,469236329	2,230634399	1,962366364	2,040258861	1,701636847	3,597463215	1,459104715	3,271819106	1,232850217	2,819232257	1,916120596	2,677050834	1,713672118	2,042718752	1,018039573	1,598083402	1,72020378	1,489291867	2,526976681	2,012695857	3,739560357	2,858745424	1,610844589	1,159881189	1,854315316	1,687062116	1,697671646	1,42940214	3,568755088	2,750689886	1,103252818	3,423483915	2,852286115	2,686321572	1,210272727	3,673908283	1,647267136	3,180077506	2,058558877	2,649969154	1,453127595	2,524588962	1,395244294	2,227605864	1,237021289	1,467119361	1,833363706	3,313512804	3,820966642	1,937726703	2,020256101	3,806687181	1,130313299	3,562648477	3,38696687	3,759886179	2,241397642	2,425294353	1,026904938	1,991126979	3,675153593	2,856000006	3,762362243	2,099348801	1,068671594	3,713431461	1,330703302	3,664280317	3,163478896	2,88527632	1,536674796	2,588945836
2023-03-17	1,828898744	1,579338096	2,44965096	3,904198501	1,84377719	2,595061067	3,190131547	2,050014747	2,502037019	3,640480315	2,678148311	3,804275077	1,717055516	3,784949921	3,808755108	3,37511514	2,480557832	1,236149267	2,806482193	1,031409789	2,669483906	3,533252372	2,921799034	2,784112962	2,653852382	3,478950028	1,877086068	3,68269623	2,727999455	3,327335265	1,40334978	2,414119759	2,416431646	1,953152784	3,730742073	2,030727546	2,250968012	3,121951015	1,567773215	3,712609342	1,394269501	2,50497367	3,752264649	3,298640679	1,599759005	3,203383883	2,6634723	3,073228193	3,334464782	3,733688515	2,089486881	2,269618217	2,40027422	1,12327741	3,769136968	3,647446092	3,230918338	1,779526042	3,834024011	2,050597699	1,515316302	2,68961507	2,405077391	3,561103982	3,224358274	1,358640841	1,510128754	2,687883453	1,730281849	2,273579301	1,830261456	2,05371614	3,471104831	1,394427688	2,127932763	1,875855921	1,153446293	2,218812468	2,465120014	1,96960046	2,713797346	3,550223115	2,642626808	3,905153221	1,042343829	2,825657979	1,912386445	1,183959764	2,903675342	3,246293866	1,941953426	2,048789502	1,283278905	3,433137423	1,543265242	3,320657619	1,5690998	1,350261315	2,63031425	3,383939964	3,279573011	1,868712643	2,166827077	2,537242403	2,19816628	1,799025294	2,365262226	3,806430765	1,930759944	2,921750289	2,430019964	3,706746889	2,606995852	1,497776088	2,29734851	3,036850851	2,808557448	1,419305002	1,360012365	1,787319608	1,215517462	2,147723686	1,625499728	2,875629114	2,125887742	3,845841612	3,201974719	3,567039034	1,844120857	1,343862375	2,760504908	2,615775952	2,267557565	2,803078845	1,671442656	1,226318809	1,439247119	2,101428189	2,994504144	2,72762275	1,287552323	3,751422808	1,643375531	1,492628559	3,891051315	3,780471551	3,624867984	3,479891339	3,108891996	1,605058271	1,794038345	1,706340924	3,682258726	1,206720966	2,804624789	3,695872925	3,97119717	1,158474286	2,829906553	3,702207522	2,68684064	1,173816227	1,354200293	2,52407656	2,367796178	1,226610711	1,196183942	1,068365597	1,410897712	2,324273911	2,115835758	2,027200963	2,816881411	1,897334942	2,454446149	2,597234036	2,844909678	2,999600726	1,552616691	2,006911285	1,553263847	3,624291757	1,303547038	1,050328784	2,362815329	2,693897667	2,461234733	2,075727427	1,96580381	2,726450953	3,062349573	1,188699936	3,418062809	3,273141301	3,416382283	3,60128413	2,384961444	3,913855571	3,522182183	2,18258551
2023-03-18	2,674328295	2,830842616	2,703482498	1,510928438	2,327735938	3,238486855	1,226653739	3,885381119	1,796878314	3,40873407	3,142869107	3,365130148	3,333556094	3,487732254	3,780683946	1,240474348	1,513520219	2,266318174	1,994436868	3,379133503	3,066585693	2,797213786	1,31174794	3,689306334	3,224372707	2,631378194	2,450548762	2,101982899	1,865781447	3,29575439	3,705225142	1,601133497	2,387760976	2,493494245	2,779509017	2,137245267	3,036975523	2,988297599	2,02900369	1,714587332	1,667809833	3,127952031	3,694196405	3,348774827	3,142260454	1,520604289	2,752907178	2,459222538	1,94378331	2,673159106	1,469736038	1,271612747	1,606733949	1,140967714	2,6698408	2,666789597	2,284575746	3,268300559	1,976973762	3,352543853	2,373127353	2,283182083	3,175426842	1,957992037	2,295109735	2,031831556	3,027305931	3,848613408	2,968691269	2,214296439	3,124208157	2,367835826	1,921852965	2,997055143	1,641491433	2,501875302	2,702079263	1,461362177	3,620515784	2,835783218	2,57634005	1,303091272	2,905391381	2,659611313	2,627542851	3,548413027	3,348872887	3,096845518	2,879020136	1,290216433	3,02220942	1,576217601	1,237470996	2,518240756	1,061796544	2,992774674	1,093523358	2,870836111	3,039674962	2,129732975	1,741640756	1,349865242	3,174416588	2,698067758	2,346350789	3,904880724	2,189469971	2,259897459	2,778267135	3,501386225	2,705655115	1,354303298	1,103553167	1,743377758	2,241786957	1,070400518	1,736326016	2,902440453	1,930673849	1,901401088	1,877520461	3,563990192	3,22884766	2,54997846	1,163635139	2,738596711	1,587648043	3,536408078	2,886520997	1,057536516	2,407853575	2,564517693	1,368151624	3,140237414	2,184340467	3,180335415	2,983558552	3,41415274	1,497593779	3,556160235	1,969213608	2,034713456	3,575646071	2,077372014	2,059348168	3,841559688	1,354575438	3,996861786	3,552216044	2,579156856	2,363558039	2,70284524	2,953349516	1,690591674	2,48404671	2,862669001	3,10133237	1,490146279	2,865043009	2,19921653	2,519062489	1,939041865	2,060851123	3,84323397	3,623570912	3,821324257	1,252329762	3,88252453	2,826440414	1,243785205	3,552902161	1,750322414	3,496503356	2,834129041	3,299891807	3,560027497	1,045247836	1,91461229	1,079732596	2,062592139	1,539955436	3,262883564	3,231976464	2,653857506	1,780886192	3,440107784	2,036904163	1,861416979	2,970642675	3,530362628	1,66638351	3,612554152	1,420602609	3,84011424	1,71411422	2,294451207	2,365410993	1,09284482	3,149152842	3,496238175
2023-03-19	3,628085035	3,580440267	2,115656399	3,259545414	3,101359528	1,228346322	1,47706579	3,987922197	3,723414405	2,051425147	2,864123834	2,08241187	3,804993771	3,566314685	2,850850184	3,688569297	2,156427438	1,325841714	1,636124362	2,831618136	1,88872833	1,484907313	3,207893783	2,617572395	1,036281846	3,636883113	2,405407544	1,42561965	3,080639998	1,895389545	2,430826409	3,298347662	1,218925255	3,725860325	2,992276711	1,214833327	3,251512277	1,6997873	1,936196484	2,631268101	1,192484167	3,937998361	2,418943609	3,138985525	2,115918312	3,563201522	3,65402589	1,50617292	1,364674385	2,177024755	1,526654366	1,663808896	2,128037697	2,975642174	2,568848959	1,078526364	3,067095932	1,621625766	2,402133692	1,45155978	3,384204053	2,148930241	2,964115215	3,431776143	1,616638891	2,16703383	3,272067605	1,339576245	3,286701779	2,501740638	1,453655588	1,525169453	2,758263254	3,263585367	1,725776684	1,995769831	3,734311234	1,656508556	2,104807759	3,359505188	2,478458644	2,155022958	2,588221507	2,981665454	2,80040874	3,462449006	2,711238277	3,77583351	3,371292784	1,672767449	2,980104837	1,021205693	3,918621062	3,297995122	1,21627236	3,495807564	1,347920702	3,438798762	1,564372536	1,907551593	2,407741178	3,378350649	2,998116833	3,309050235	1,764958958	3,375484257	1,689113379	1,536842619	3,654114796	2,83395083	2,372264897	1,755036569	3,710158365	2,515791944	1,427338336	1,997774803	3,197444618	1,559324279	2,387001152	3,04734003	2,940691161	1,711261777	3,598248977	3,615333359	3,109014788	1,72482762	3,972255638	1,783734135	2,065985048	2,685435656	1,736353089	1,482590764	1,08252561	1,114850363	3,127474004	3,883935841	1,515097967	1,243952595	3,262377065	2,716942569	2,464902725	3,949913787	1,374452181	3,023435658	1,749157023	1,507891292	3,622564192	1,263731087	2,431196058	1,334558235	3,595317475	2,892203198	1,011144909	1,574902946	2,515702994	3,372897868	2,96196487	1,108226614	3,986881948	1,10923386	2,003378719	3,832181866	2,974546911	1,216210475	2,318537149	3,854264478	1,338449996	2,058436435	1,1203955	1,037147895	1,709959717	2,144191818	2,578113841	1,009781853	1,947174369	1,65785468	2,921846535	2,161856534	1,047986353	3,126097201	3,181381783	2,752050096	2,230741179	1,630057575	2,561647909	2,736578507	3,047735655	2,310950278	1,259161495	1,323287439	1,00207233	1,90259405	3,81877527	1,339914965	3,96473564	1,426018528	2,926050926	1,532231359	2,734217863	2,423999439
2023-03-20	2,570270829	2,783558574	2,400817075	1,774191715	1,37702797	2,538384887	2,00547772	1,840781212	3,153716738	3,564615141	2,794067926	2,125041406	3,293687159	1,427987085	3,698257362	2,550674328	3,912620541	1,426587763	3,753577194	1,756691718	1,767733543	1,784093066	1,420742859	1,998341695	2,831833874	3,760874146	2,446693331	2,218315156	1,272702303	3,787759245	3,612226692	1,951939972	1,260977653	2,312497103	2,269340553	2,058496479	1,517914219	2,097384786	1,01485732	2,095542461	3,434726865	3,204651007	3,222754371	2,657494691	2,848805461	2,16176364	1,728188229	2,393116882	3,123319252	2,851893717	2,736737287	2,184161975	3,178145448	2,295342703	3,609156724	3,167535213	1,429175353	3,382988457	1,623962403	2,642682465	2,242817637	3,058073415	3,55212944	2,546583056	1,133334767	1,074380635	2,818071885	1,589281517	1,70862317	3,970350192	1,012242376	3,823004525	2,014535191	2,01444233	1,454466176	2,560271256	1,770535982	2,291255813	3,554977498	1,845983563	3,127141327	2,599446136	1,011875182	1,177304897	2,419254472	3,201593634	3,540484044	1,197301494	1,231703458	3,136369895	3,308813661	1,317524454	1,361082625	1,872431635	3,339332325	1,998183346	2,613045919	1,999362792	2,883782467	1,308699883	1,975565007	3,095739	2,32746262	3,516089364	2,836514166	2,543176957	1,432035083	3,038994988	1,202112884	1,93390306	1,075576912	3,344313664	1,433747767	1,206828942	2,101510838	3,555118719	1,230394959	2,668825552	2,572420873	1,130845186	1,67296999	2,088429697	2,730370589	2,34475773	1,631685772	1,089241566	2,701248498	1,821320845	2,260111288	3,103388897	3,022199734	2,576127216	2,012439222	1,694011115	1,287151422	2,484684008	1,689955274	2,338466055	1,806823051	1,027781555	1,892164411	3,789399989	2,110004439	2,715376837	1,95621798	1,186399881	3,609351831	1,96342123	3,602986093	1,930866343	3,44879135	2,414362523	1,906218338	1,433141059	3,386095949	1,118433678	2,034899003	3,507614469	2,04019736	3,14356068	1,972035198	3,960199186	1,4218055	3,323923364	2,164602339	2,630871426	2,171889857	3,06781136	1,618149826	2,279422093	3,035367898	3,238100899	3,451638265	2,420105171	1,175466642	3,186480601	1,331853433	2,224010781	3,972683802	2,638281203	3,436785895	2,585482906	2,764643736	3,682724465	1,295803791	3,584922517	1,529142516	3,572171352	3,067279395	3,414085914	3,450988834	2,981953254	2,362586254	2,961503217	1,870944914	1,698517927	1,221026633	2,160948013	1,345697275	3,725550012
2023-03-21	2,806050657	3,593306317	3,150904082	2,003756348	3,495475593	2,528232292	3,950118208	1,362898896	2,7950114	1,44038957	1,966535646	2,153751039	2,364204554	3,108052006	1,402253218	2,996181987	3,689304245	2,601953203	2,536855351	2,625507723	3,938195109	3,027012565	2,950333711	3,025047391	3,731718451	2,139433137	1,716389075	1,458865128	2,631280318	2,824215292	3,308807223	2,841410903	3,488481127	1,259207575	1,747803029	1,166803416	2,844800784	1,669064688	3,846414427	2,066297333	1,009652222	1,601004477	2,84657167	2,255131807	3,259041027	3,37823273	3,807412557	1,648724357	2,307493769	3,000396849	1,776778288	1,738377127	3,81898174	2,615963113	3,213795894	1,834406756	1,172824716	3,874524426	3,011913698	3,1045275	1,269994763	1,255990203	1,749676143	1,258865375	3,331871337	2,94233604	1,419060128	1,096104096	1,117740324	1,845744799	3,337800784	1,357188099	2,848131615	2,385522489	1,451050149	1,98272111	3,247238575	1,157329983	3,572577588	3,984966576	1,576612699	1,722664666	3,909446667	1,452890232	3,842738898	1,554417895	3,615712038	2,950531218	2,572094995	2,815501519	1,571639678	2,742822403	3,862143418	1,985578537	1,823747509	3,320643523	2,540009398	1,753753798	3,007823775	2,326381017	1,479464872	1,500600511	3,152662735	1,533123006	1,221021843	3,006828338	1,917262702	1,299910511	3,946977275	2,24013018	2,937553653	3,205932545	2,06826786	3,793968772	1,905869232	1,172401689	1,173819114	3,599087117	2,186791025	1,624045954	1,416230901	1,67908236	3,115972403	1,09002537	2,224166307	2,862463997	2,282124897	2,904835385	2,550599478	1,640792326	1,230316401	3,587247449	1,236675044	1,181153652	1,808134999	3,759027053	3,610650968	3,835591484	2,817399522	3,694150275	3,534190654	3,245587468	3,647573968	1,980727289	2,403998221	1,744550898	3,223627072	1,420625903	2,045217446	1,480722898	2,147282314	1,795193596	2,533689371	3,020644656	2,124120272	2,662380475	1,479835991	2,402235473	1,801515081	1,966609259	1,129920978	1,070897735	1,155188401	3,00017299	3,551604874	2,373547228	3,033508312	2,388221543	3,009532617	1,540704393	2,449012467	3,302585251	2,890108797	3,52029348	2,884606858	3,445032221	3,891381111	3,572811425	1,858370794	3,218008421	3,411407721	1,260820552	1,337689421	3,631923247	1,915514148	2,104685114	1,504808287	3,613206368	1,500183124	1,602659543	3,946516918	1,256460363	2,960118967	1,508034017	3,553162073	3,505797374	1,834130838	1,506118093	2,512415814	1,396610162
